timestamp,x,y,area_id,rsrp,rsrq,sinr,cqi,serving_bs,distance
0,145.820120477253,169.599991450364,8,-63.8906395558212,-6.4006643633344,0.339817551383502,4,2,30.8849649130286
0.5,147.073565878031,170.399206692236,8,-58.622275009385,-6.40012519596825,5.60818209781965,6,2,31.2560658167782
1,148.327011278809,171.198421934107,1,-65.1251096030391,-5.60052005618078,2.86096354537867,5,2,31.6926171806255
1.5,149.580456679587,171.997637175979,1,-68.5094628288326,-5.60006877734501,-0.523389680414806,3,2,32.1919564165294
2,150.833902080365,172.796852417851,1,-68.146518599449,-5.60051109885334,-0.160445451031262,3,2,32.7512117766797
2.5,152.087347481143,173.596067659723,1,-63.2593498455536,-5.60016175990778,4.72672330286418,6,2,33.3673707161541
3,153.340792881921,174.395282901595,1,-68.1097112583985,-5.60042892075288,-0.123638109980714,3,2,34.0373430944417
3.5,154.5942382827,175.194498143467,1,-61.6769470242284,-5.60003585861302,6.30912612418936,7,2,34.7580172348678
4,155.847683683478,175.993713385338,1,-67.5979592307824,-5.60033194264856,0.388113917635383,4,2,35.5263077172556
4.5,157.101129084256,176.79292862721,1,-60.5911775185412,-5.60001999068095,7.39489562987659,7,2,36.3391945245632
5,158.354574485034,177.592143869082,1,-67.9994024881977,-5.60026769201207,-0.0133293397799959,3,2,37.1937537513775
5.5,159.608019885812,178.391359110954,1,-69.215209941188,-5.60023254897964,-1.22913679277022,3,2,38.0871804980797
5.99999999999999,160.86146528659,179.190574352826,1,-63.480021074408,-5.60016967951868,4.5060520740097,6,2,39.0168048309911
6.49999999999999,162.114910687368,179.989789594698,1,-70.8865343336716,-5.60015587726206,-2.90046118525384,2,2,39.9801018119907
6.99999999999999,163.368356088146,180.78900483657,1,-69.9232781282269,-5.60015412773811,-1.93720497980916,3,2,40.9746966227423
7.49999999999999,164.621801488924,181.588220078441,1,-69.4717343116539,-5.60014365559531,-1.48566116323614,3,2,41.9983657599382
7.99999999999999,165.875246889702,182.387435320313,1,-65.8384911826989,-5.60012050894201,2.14758196571889,4,2,43.0490351858955
8.49999999999999,167.12869229048,183.186650562185,1,-67.4505912145893,-5.60007786418818,0.535481933828411,4,2,44.1247762047416
8.99999999999998,168.382137691258,183.985865804057,1,-65.6362966045266,-5.60001263567741,2.34977654389113,4,2,45.2237997137761
9.49999999999998,169.635583092036,184.785081045929,1,-56.9974482089221,-5.60000088303716,10.9886249394957,9,2,46.3444493627456
9.99999999999998,170.889028492814,185.584296287801,1,-68.5355726494322,-5.60007788925918,-0.549499501014449,3,2,47.4851940468983
10.5,170.681540796875,185.169981879603,1,-68.8451710708576,-5.6000812577182,-0.859097922439868,3,2,47.0840074244368
11,170.474053100937,184.755667471405,1,-68.3341011268727,-5.6000574737384,-0.348027978454991,3,2,46.6839723220172
11.5,170.266565404998,184.341353063207,1,-62.6309184844623,-5.6000099465341,5.35515466395541,6,2,46.2851185968766
12,170.05907770906,183.92703865501,1,-64.6967751127742,-5.60008711422986,3.2892980356435,5,2,45.8874770546017
12.5,169.851590013121,183.512724246812,1,-64.7914632764616,-5.6000910388741,3.19460987195612,5,2,45.4910794825962
13,169.644102317182,183.098409838614,1,-72.0070104993424,-5.60008923511875,-4.02093735092464,2,2,45.0959586847068
13.5,169.436614621244,182.684095430416,1,-62.0099469167166,-5.60009576483961,5.97612623170118,7,2,44.7021485170377
14,169.229126925305,182.269781022218,1,-68.3003589282399,-5.60004426310478,-0.314285779822169,3,2,44.3096839249775
