timestamp,x,y,area_id,rsrp,rsrq,sinr,cqi,serving_bs,distance
0,189.455812259633,8.17312183418674,1,-86.7198073540707,-6.40000000000033,-21.1695428927953,0,1,147.477663766727
0.5,189.291539085879,9.35909042585934,1,-83.3786777292164,-6.40000000000044,-21.1695428927953,0,1,146.990021402564
1,189.127265912124,10.5450590175319,1,-93.6614886961054,-6.40000000000025,-21.1695428927953,0,1,146.51054053587
1.5,188.96299273837,11.7310276092045,1,-74.8159296736649,-6.40000000000028,-15.3854725664602,0,2,145.563297328471
2,188.798719564615,12.9169962008771,1,-86.952825168253,-6.40000000000072,-21.1695428927953,0,2,144.393007346076
2.5,188.634446390861,14.1029647925497,1,-77.7847120040493,-6.40000000000071,-18.3542548968446,0,2,143.223163720479
3,188.470173217106,15.2889333842223,1,-76.1473981020536,-6.40000000000055,-16.716940994849,0,2,142.053777479216
3.5,188.305900043352,16.4749019758949,1,-81.9646140112208,-6.40000000000123,-21.1695428927953,0,2,140.884860011565
4,188.141626869597,17.6608705675675,1,-88.4000125935779,-6.40000000000027,-21.1695428927953,0,2,139.716423083307
4.5,187.977353695843,18.8468391592402,1,-77.1032334905804,-6.40000000000022,-17.6727763833758,0,2,138.54847885221
5,187.813080522089,20.0328077509128,1,-70.7380028442668,-6.40000000000067,-11.3075457370622,0,2,137.381039884262
5.5,187.648807348334,21.2187763425854,1,-78.0326481405513,-6.40000000000045,-18.6021910333466,0,2,136.214119170712
5.99999999999999,187.48453417458,22.404744934258,1,-62.7343931477411,-6.40000000000061,-3.30393604053645,2,2,135.047730145964
6.49999999999999,187.320261000825,23.5907135259306,1,-90.4040671750777,-6.40000000000101,-21.1695428927953,0,2,133.881886706354
6.99999999999999,187.155987827071,24.7766821176032,1,-83.4280859495916,-6.40000000000033,-21.1695428927953,0,2,132.716603229894
7.49999999999999,186.991714653316,25.9626507092758,1,-80.4957469155972,-6.40000000000035,-21.0652898083925,0,2,131.551894597005
7.99999999999999,186.827441479562,27.1486193009484,1,-63.7549241232725,-6.40000000000118,-4.32446701606779,2,2,130.387776212319
