timestamp,x,y,area_id,rsrp,rsrq,sinr,cqi,serving_bs,distance
0,76.7862859124167,41.3964722168721,6,-59.8117671694177,-5.64523778662138,8.17430597900006,8,1,36.6575476988953
0.5,76.7868384185406,41.3924168928404,6,-58.4868421126257,-5.63165774224498,9.49923103579201,8,1,36.658903412509
1,76.7873909246645,41.3883615688086,6,-56.0190680273904,-5.60676455570127,11.9670051210273,9,1,36.6602595329107
1.5,76.7879434307885,41.3843062447769,6,-60.7487647444886,-5.6460608659425,7.23730840392911,7,1,36.6616160600554
2,76.7884959369124,41.3802509207452,6,-55.6426725881351,-5.64795174097951,12.3434005602827,10,1,36.6629729938979
2.5,76.7890484430363,41.3761955967134,6,-59.3937816432141,-5.64572125045752,8.59229150520361,8,1,36.664330334393
3,76.7896009491602,41.3721402726817,6,-63.7242543381964,-5.61582294894192,4.26181881022133,5,1,36.6656880814956
3.5,76.7901534552841,41.3680849486499,6,-56.7326210292005,-5.6489041877625,11.2534521192173,9,1,36.6670462351605
4,76.790705961408,41.3640296246182,6,-58.2501857498934,-5.63780684777732,9.73588739852439,8,1,36.6684047953425
4.5,76.7912584675319,41.3599743005864,6,-59.053026047688,-5.65379211892838,8.93304710072974,8,1,36.6697637619964
5,76.7918109736558,41.3559189765547,6,-55.2105490384095,-5.63716318887771,12.7755241100082,10,1,36.6711231350772
5.5,76.7923634797797,41.3518636525229,6,-63.3465764319767,-5.63975519845575,4.63949671644105,6,1,36.6724829145395
5.99999999999999,76.7929159859036,41.3478083284912,6,-58.4440855395416,-5.62822102937459,9.54198760887619,8,1,36.6738431003381
6.49999999999999,76.7934684920276,41.3437530044594,6,-55.7322265031648,-5.6310910533201,12.253846645253,9,1,36.6752036924279
6.99999999999999,76.7940209981515,41.3396976804277,6,-50.2465421585988,-5.63463530701236,17.5860731484177,12,1,36.6765646907637
7.49999999999999,76.7945735042754,41.3356423563959,6,-55.7332932180854,-5.65621544216088,12.2527799303323,9,1,36.6779260953001
7.99999999999999,76.7951260103993,41.3315870323642,6,-53.1030021262075,-5.61949714194357,14.8830710222102,11,1,36.679287905992
8.49999999999999,76.7956785165232,41.3275317083325,6,-49.7452218264065,-5.65559338299015,17.5860731484177,12,1,36.6806501227942
8.99999999999998,76.7962310226471,41.3234763843007,6,-54.5459028654884,-5.64335909862137,13.4401702829294,10,1,36.6820127456614
9.49999999999998,76.796783528771,41.319421060269,6,-63.1260841448706,-5.63977165702415,4.85998900354717,6,1,36.6833757745483
9.99999999999998,76.7973360348949,41.3153657362372,6,-52.1137497920084,-5.63995550842461,15.8723233564093,12,1,36.6847392094097
10.5,77.0885150802326,41.5630885133384,6,-52.1884869987745,-5.61854438684489,15.7975861496433,12,1,36.8404550010684
11,77.3796941255702,41.8108112904396,6,-63.8010857460182,-5.65433818011471,4.1849874023995,5,1,36.9994657006094
11.5,77.6708731709078,42.0585340675408,6,-52.7888696117261,-5.63035978853605,15.1972035366917,11,1,37.1617290124784
12,77.9620522162454,42.306256844642,6,-56.6444437576851,-5.64670063225651,11.3416293907326,9,1,37.3272025188689
12.5,78.2532312615831,42.5539796217432,6,-57.1187453565247,-5.60991378084601,10.8673277918931,9,1,37.4958437189232
13,78.5444103069207,42.8017023988444,6,-49.5050852534161,-5.62987342635673,17.5860731484177,12,1,37.6676100665365
13.5,78.8355893522583,43.0494251759456,6,-63.7948766101992,-5.62694346751307,4.19119653821854,5,1,37.8424590067407
14,79.126768397596,43.2971479530468,6,-57.6934767930082,-5.62116100491915,10.2925963554095,8,1,38.0203480106448
14.5,79.4179474429336,43.544870730148,6,-54.8699187338466,-5.62203358135425,13.1161544145712,10,1,38.2012346089194
15,79.7091264882712,43.7925935072492,6,-53.0758877439184,-5.62772613185156,14.9101854044993,11,1,38.3850764238179
15.5,80.0003055336088,44.0403162843504,6,-51.7687492173582,-5.62848105794984,16.2173239310595,12,1,38.5718311997299
16,80.2914845789465,44.2880390614516,6,-52.7933424553575,-5.62922353649589,15.1927306930603,11,1,38.7614568322716
16.5,80.5826636242841,44.5357618385528,6,-57.9904862541807,-5.63467776025305,9.99558689423702,8,1,38.9539113959192
17,80.8738426696217,44.783484615654,6,-52.2194897178033,-5.6171491847504,15.7665834306145,12,1,39.1491531701986
17.5,81.1650217149594,45.0312073927552,6,-54.1102964997707,-5.64195233662687,13.8757766486471,10,1,39.347140664446
18,81.456200760297,45.2789301698565,6,-57.0064605299951,-5.63342571476478,10.9796126184227,9,1,39.54783264116
18.5,81.7473798056346,45.5266529469577,6,-50.7681382284669,-5.63490267451173,17.2179349199508,12,1,39.7511881379686
19,82.0385588509722,45.7743757240589,6,-54.9773773490751,-5.62004672813553,13.0086957993426,10,1,39.9571664882363
19.5,82.3297378963099,46.0220985011601,6,-54.5726439384182,-5.61784096220449,13.4134292099996,10,1,40.1657273403404
20,82.6209169416475,46.2698212782613,6,-55.1710051548642,-5.61004986137263,12.8150679935535,10,1,40.3768306756483
20.5,82.7371679357727,46.5451040744599,6,-55.3010266912806,-5.63017252230136,12.6850464571372,10,1,40.4463653535308
21,82.8534189298979,46.8203868706585,6,-55.0414145995103,-5.6199418064601,12.9446585489075,10,1,40.5179845875341
21.5,82.9696699240231,47.0956696668571,6,-55.8412784126891,-5.61225703164342,12.1447947357287,9,1,40.5916773437985
22,83.0859209181483,47.3709524630557,6,-45.6239247766883,-5.63575338886379,17.5860731484177,12,1,40.6674323501432
22.5,83.2021719122735,47.6462352592543,6,-48.222959606471,-5.63009491703927,17.5860731484177,12,1,40.7452381039421
23.0000000000001,83.3184229063987,47.921518055453,6,-52.4090799668486,-5.62006875249715,15.5769931815692,11,1,40.825082880056
23.5000000000001,83.4346739005239,48.1968008516516,6,-50.2279855189004,-5.63199672585377,17.5860731484177,12,1,40.9069547388091
24.0000000000001,83.5509248946491,48.4720836478502,6,-60.5829283651247,-5.62485933265741,7.40314478329308,7,1,40.9908415340006
24.5000000000001,83.6671758887743,48.7473664440488,6,-48.4369849290425,-5.62811724702602,17.5860731484177,12,1,41.0767309209382
25.0000000000001,83.7834268828994,49.0226492402474,6,-53.8266706428502,-5.62771118049461,14.1594025055675,11,1,41.1646103644842
25.5000000000001,83.8996778770246,49.297932036446,6,-50.6403360243524,-5.62645422753791,17.3457371240654,12,1,41.254467147104
26.0000000000001,84.0159288711498,49.5732148326447,6,-49.3364662396859,-5.63066644861173,17.5860731484177,12,1,41.3462883769051
26.5000000000001,84.132179865275,49.8484976288433,6,-45.4293609502539,-5.630048283931,17.5860731484177,12,1,41.4400609956592
27.0000000000001,84.2484308594002,50.1237804250419,6,-46.7315995564729,-5.62468947781454,17.5860731484177,12,1,41.5357717867953
27.5000000000001,84.3646818535254,50.3990632212405,6,-50.555120109142,-5.62597561089787,17.4309530392758,12,1,41.633407383357
28.0000000000001,84.4809328476506,50.6743460174391,6,-48.2348998348131,-5.62485758121703,17.5860731484177,12,1,41.7329542759128
28.5000000000001,84.5971838417758,50.9496288136378,6,-48.937362712788,-5.6056364158894,17.5860731484177,12,1,41.8343988204124
29.0000000000001,84.713434835901,51.2249116098364,6,-53.0957760356778,-5.62984060048423,14.89029711274,11,1,41.9377272459805
29.5000000000001,84.8296858300262,51.500194406035,6,-47.757496240175,-5.62459013005232,17.5860731484177,12,1,42.0429256626395
